id;date;store;rating;criterion;status
1271;5/8/2014;Магазин 3;;;Отказ
1272;5/9/2014;Магазин 2;;;Отказ
1273;5/8/2014;Магазин 1;;;Отказ
1274;5/8/2014;Магазин 3;10;Да;Завершено
1275;5/8/2014;Магазин 3;10;Да;Завершено
1276;5/9/2014;Магазин 2;;;Отказ
1277;5/8/2014;Магазин 1;8;Да;Завершено
1278;5/8/2014;Магазин 3;10;Да;Завершено
1279;5/8/2014;Магазин 3;;;Отказ
1280;5/9/2014;Магазин 2;7;Да;Завершено
1281;5/8/2014;Магазин 3;6;Да;Завершено
1282;5/9/2014;Магазин 2;;;Отказ
1283;5/9/2014;Магазин 2;9;Да;Завершено
1284;5/8/2014;Магазин 3;;;Отказ
1285;5/9/2014;Магазин 2;7;Да;Завершено
1286;5/8/2014;Магазин 1;10;Да;Завершено
1287;5/8/2014;Магазин 3;10;Да;Завершено
1288;5/8/2014;Магазин 3;10;Да;Завершено
1289;5/8/2014;Магазин 3;10;Да;Завершено
1290;5/10/2014;Магазин 2;;;Отказ
1291;5/8/2014;Магазин 3;;;Отказ
1292;5/8/2014;Магазин 3;7;Да;Завершено
1293;5/8/2014;Магазин 1;7;Да;Завершено
1294;5/9/2014;Магазин 2;10;Да;Завершено
1295;5/9/2014;Магазин 3;;;Отказ
1296;5/8/2014;Магазин 1;;;Отказ
1297;5/8/2014;Магазин 3;9;Да;Завершено
1298;5/8/2014;Магазин 1;;;Отказ
1299;5/8/2014;Магазин 1;2;З/О;Завершено
1300;5/9/2014;Магазин 2;10;Да;Завершено
1301;5/8/2014;Магазин 3;;;Отказ
1302;5/8/2014;Магазин 3;8;Да;Завершено
1303;5/8/2014;Магазин 1;8;Да;Завершено
1304;5/9/2014;Магазин 2;9;Да;Завершено
1305;5/8/2014;Магазин 3;10;Да;Завершено
1306;5/8/2014;Магазин 3;7;Да;Завершено
1307;5/8/2014;Магазин 3;10;Да;Завершено
1308;5/8/2014;Магазин 3;8;Да;Завершено
1309;5/9/2014;Магазин 2;;;Отказ
1310;5/8/2014;Магазин 3;;;Отказ
1311;5/8/2014;Магазин 1;9;Да;Завершено
1312;5/9/2014;Магазин 2;9;Да;Завершено
1313;5/8/2014;Магазин 3;;;Отказ
1314;5/8/2014;Магазин 3;9;Да;Завершено
1315;5/8/2014;Магазин 1;9;Да;Завершено
1316;5/9/2014;Магазин 2;9;Да;Завершено
1317;5/8/2014;Магазин 1;9;Да;Завершено
1318;5/9/2014;Магазин 2;8;Да;Завершено
1319;5/8/2014;Магазин 3;9;Да;Завершено
1320;5/9/2014;Магазин 2;;;Отказ
1321;5/9/2014;Магазин 2;;;Отказ
1322;5/8/2014;Магазин 3;10;Да;Завершено
1323;5/9/2014;Магазин 2;7;Да;Завершено
1324;5/9/2014;Магазин 2;9;Да;Завершено
1325;5/8/2014;Магазин 1;9;Да;Завершено
1326;5/8/2014;Магазин 1;;;Отказ
1327;5/10/2014;Магазин 2;9;Да;Завершено
1328;5/9/2014;Магазин 2;;;Отказ
1329;5/8/2014;Магазин 3;9;Да;Завершено
1330;5/8/2014;Магазин 1;З/О;Да;Завершено
1331;5/10/2014;Магазин 2;4;Да;Завершено
1332;5/9/2014;Магазин 2;4;Нет;Завершено
1333;5/9/2014;Магазин 2;10;Да;Завершено
1334;5/9/2014;Магазин 2;;;Отказ
1335;5/9/2014;Магазин 2;9;Да;Завершено
1336;5/9/2014;Магазин 2;;;Отказ
1337;5/9/2014;Магазин 4;9;Да;Завершено
1338;5/9/2014;Магазин 4;10;Да;Завершено
1339;5/9/2014;Магазин 4;;;Отказ
1340;5/9/2014;Магазин 2;;;Отказ
1341;5/9/2014;Магазин 2;;;Отказ
1342;5/9/2014;Магазин 4;9;Да;Завершено
1343;5/9/2014;Магазин 4;10;Да;Завершено
1344;5/9/2014;Магазин 2;;;Отказ
1345;5/9/2014;Магазин 2;2;Да;Завершено
1346;5/9/2014;Магазин 4;9;Да;Завершено
1347;5/9/2014;Магазин 2;10;Да;Завершено
1348;5/9/2014;Магазин 2;;;Отказ
1349;5/9/2014;Магазин 4;;;Отказ
1350;5/9/2014;Магазин 4;6;Нет;Завершено
1351;5/9/2014;Магазин 4;;;Отказ
1352;5/10/2014;Магазин 2;;;Отказ
1353;5/9/2014;Магазин 4;;;Отказ
1354;5/9/2014;Магазин 4;9;Да;Завершено
1355;5/9/2014;Магазин 4;10;Да;Завершено
1356;5/9/2014;Магазин 4;10;Да;Завершено
1357;5/9/2014;Магазин 4;10;Да;Завершено
1358;5/9/2014;Магазин 4;10;Да;Завершено
1359;5/10/2014;Магазин 2;;;Отказ
1360;5/10/2014;Магазин 2;;;Отказ
1361;5/9/2014;Магазин 4;;;Отказ
1362;5/9/2014;Магазин 4;;;Отказ
1363;5/9/2014;Магазин 4;9;Да;Завершено
1364;5/9/2014;Магазин 4;7;Да;Завершено
1365;5/9/2014;Магазин 4;5;Да;Завершено
1366;5/9/2014;Магазин 4;9;З/О;Завершено
1367;5/9/2014;Магазин 4;;;Отказ
1368;5/9/2014;Магазин 4;;;Отказ
1369;5/9/2014;Магазин 4;;;Отказ
1370;5/9/2014;Магазин 4;3;Нет;Завершено
1371;5/9/2014;Магазин 4;9;Да;Завершено
1372;5/9/2014;Магазин 4;;;Отказ
1373;5/9/2014;Магазин 4;4;Да;Завершено
1374;5/9/2014;Магазин 4;9;Да;Завершено
1375;5/9/2014;Магазин 4;9;Да;Завершено
1376;5/9/2014;Магазин 4;;;Отказ
1377;5/9/2014;Магазин 4;10;Да;Завершено
1378;5/9/2014;Магазин 4;;;Отказ
1379;5/9/2014;Магазин 4;9;Да;Завершено
1380;5/9/2014;Магазин 4;10;Да;Завершено
1381;5/9/2014;Магазин 4;10;Да;Завершено
1382;5/9/2014;Магазин 4;10;Да;Завершено
1383;5/9/2014;Магазин 4;;;Отказ
1384;5/9/2014;Магазин 4;10;Да;Завершено
1385;5/9/2014;Магазин 4;;;Отказ
1386;5/9/2014;Магазин 4;10;Да;Завершено
1387;5/9/2014;Магазин 4;10;Да;Завершено
1388;5/9/2014;Магазин 4;;;Отказ
1389;5/9/2014;Магазин 4;10;Да;Завершено
1390;5/9/2014;Магазин 4;;;Отказ
1391;5/9/2014;Магазин 4;10;Нет;Завершено
1392;5/9/2014;Магазин 4;10;Да;Завершено
1393;5/9/2014;Магазин 4;6;Да;Завершено
1394;5/9/2014;Магазин 4;10;Да;Завершено
1395;5/9/2014;Магазин 4;4;Да;Завершено
1396;5/9/2014;Магазин 4;;;Отказ
1397;5/9/2014;Магазин 4;10;Да;Завершено
1398;5/9/2014;Магазин 4;6;Да;Завершено
1399;5/9/2014;Магазин 4;9;Да;Завершено
1400;5/9/2014;Магазин 4;5;Да;Завершено
1401;5/9/2014;Магазин 4;5;Нет;Завершено
1402;5/9/2014;Магазин 4;6;Нет;Завершено
1403;5/10/2014;Магазин 2;5;Да;Завершено
1404;5/9/2014;Магазин 1;;;Отказ
1405;5/10/2014;Магазин 2;;;Отказ
1406;5/10/2014;Магазин 2;9;Да;Завершено
1407;5/10/2014;Магазин 2;3;Нет;Завершено
1408;5/9/2014;Магазин 3;;;Отказ
1409;5/9/2014;Магазин 3;;;Отказ
1410;5/10/2014;Магазин 2;7;З/О;Завершено
1411;5/10/2014;Магазин 2;10;Да;Завершено
1412;5/9/2014;Магазин 1;6;Да;Завершено
1413;5/9/2014;Магазин 1;;;Отказ
1414;5/9/2014;Магазин 1;10;Да;Завершено
1415;5/9/2014;Магазин 1;10;Да;Завершено
1416;5/10/2014;Магазин 2;2;Да;Завершено
1417;5/9/2014;Магазин 1;10;Да;Завершено
1418;5/9/2014;Магазин 1;;;Отказ
1419;5/9/2014;Магазин 1;10;Да;Завершено
1420;5/10/2014;Магазин 2;;;Отказ
1421;5/10/2014;Магазин 2;;;Отказ
1422;5/9/2014;Магазин 1;;;Отказ
1423;5/10/2014;Магазин 2;;;Отказ
1424;5/10/2014;Магазин 2;;;Отказ
1425;5/9/2014;Магазин 1;7;Нет;Завершено
1426;5/9/2014;Магазин 3;7;Да;Завершено
1427;5/9/2014;Магазин 3;9;Да;Завершено
1428;5/10/2014;Магазин 2;;;Отказ
1429;5/9/2014;Магазин 3;;;Отказ
1430;5/10/2014;Магазин 2;9;Да;Завершено
1431;5/9/2014;Магазин 3;10;Да;Завершено
1432;5/9/2014;Магазин 3;10;Да;Завершено
1433;5/9/2014;Магазин 3;;;Отказ
1434;5/9/2014;Магазин 1;9;Да;Завершено
1435;5/10/2014;Магазин 1;9;Да;Завершено
1436;5/9/2014;Магазин 1;;;Отказ
1437;5/9/2014;Магазин 3;10;Да;Завершено
1438;5/9/2014;Магазин 3;;;Отказ
1439;5/10/2014;Магазин 2;;;Отказ
1440;5/10/2014;Магазин 4;;;Отказ
1441;5/9/2014;Магазин 1;10;Да;Завершено
1442;5/10/2014;Магазин 2;;;Отказ
1443;5/10/2014;Магазин 2;;;Отказ
1444;5/10/2014;Магазин 2;10;Да;Завершено
1445;5/10/2014;Магазин 2;;;Отказ
1446;5/10/2014;Магазин 2;З/О;Да;Завершено
1447;5/9/2014;Магазин 1;9;Да;Завершено
1448;5/10/2014;Магазин 2;9;Да;Завершено
1449;5/9/2014;Магазин 1;10;Да;Завершено
1450;5/10/2014;Магазин 2;;;Отказ
1451;5/9/2014;Магазин 3;7;Да;Завершено
1452;5/10/2014;Магазин 2;;;Отказ
1453;5/9/2014;Магазин 3;9;Да;Завершено
1454;5/9/2014;Магазин 3;9;Да;Завершено
1455;5/9/2014;Магазин 1;10;Да;Завершено
1456;5/10/2014;Магазин 2;;;Отказ
1457;5/9/2014;Магазин 1;9;Да;Завершено
1458;5/10/2014;Магазин 2;9;Да;Завершено
1459;5/10/2014;Магазин 2;;;Отказ
1460;5/9/2014;Магазин 1;;;Отказ
1461;5/10/2014;Магазин 2;;;Отказ
1462;5/9/2014;Магазин 1;;;Отказ
1463;5/10/2014;Магазин 2;8;Нет;Завершено
1464;5/9/2014;Магазин 1;9;Да;Завершено
1465;5/10/2014;Магазин 4;;;Отказ
1466;5/10/2014;Магазин 4;9;Нет;Завершено
1467;5/10/2014;Магазин 2;З/О;Да;Завершено
1468;5/10/2014;Магазин 2;;;Отказ
1469;5/10/2014;Магазин 4;;;Отказ
1470;5/9/2014;Магазин 1;10;Да;Завершено
1471;5/10/2014;Магазин 4;10;Да;Завершено
1472;5/9/2014;Магазин 3;10;Да;Завершено
1473;5/10/2014;Магазин 4;9;Да;Завершено
1474;5/9/2014;Магазин 1;;;Отказ
1475;5/9/2014;Магазин 1;10;Да;Завершено
1476;5/10/2014;Магазин 4;8;Да;Завершено
1477;5/9/2014;Магазин 3;;;Отказ
1478;5/9/2014;Магазин 3;;;Отказ
1479;5/9/2014;Магазин 1;;;Отказ
1480;5/10/2014;Магазин 4;;;Отказ
1481;5/9/2014;Магазин 3;9;Да;Завершено
1482;5/10/2014;Магазин 4;10;Да;Завершено
1483;5/9/2014;Магазин 3;;;Отказ
1484;5/10/2014;Магазин 4;10;Да;Завершено
1485;5/9/2014;Магазин 3;1;Да;Завершено
1486;5/10/2014;Магазин 4;8;Да;Завершено
1487;5/10/2014;Магазин 4;7;Да;Завершено
1488;5/10/2014;Магазин 4;;;Отказ
1489;5/10/2014;Магазин 4;9;Да;Завершено
1490;5/10/2014;Магазин 4;9;Да;Завершено
1491;5/10/2014;Магазин 4;9;Да;Завершено
1492;5/10/2014;Магазин 4;2;Нет;Завершено
1493;5/10/2014;Магазин 4;9;Да;Завершено
1494;5/9/2014;Магазин 3;;;Отказ
1495;5/10/2014;Магазин 4;;;Отказ
1496;5/10/2014;Магазин 4;9;Да;Завершено
1497;5/9/2014;Магазин 3;;;Отказ
1498;5/10/2014;Магазин 4;9;Да;Завершено
1499;5/9/2014;Магазин 3;;;Отказ
1500;5/11/2014;Магазин 2;7;Да;Завершено
1501;5/9/2014;Магазин 3;10;Да;Завершено
1502;5/10/2014;Магазин 4;8;Нет;Завершено
1503;5/10/2014;Магазин 4;10;Да;Завершено
1504;5/10/2014;Магазин 4;8;Да;Завершено
1505;5/10/2014;Магазин 4;10;Да;Завершено
1506;5/10/2014;Магазин 4;;;Отказ
1507;5/9/2014;Магазин 3;;;Отказ
1508;5/10/2014;Магазин 4;3;Нет;Завершено
1509;5/10/2014;Магазин 4;8;Да;Завершено
1510;5/9/2014;Магазин 3;10;Да;Завершено
1511;5/10/2014;Магазин 4;8;Да;Завершено
1512;5/9/2014;Магазин 3;;;Отказ
1513;5/10/2014;Магазин 4;;;Отказ
1514;5/9/2014;Магазин 3;;;Отказ
1515;5/10/2014;Магазин 4;10;Да;Завершено
1516;5/9/2014;Магазин 3;;;Отказ
1517;5/9/2014;Магазин 3;10;Да;Завершено
1518;5/9/2014;Магазин 3;;;Отказ
1519;5/9/2014;Магазин 3;;;Отказ
1520;5/9/2014;Магазин 3;;;Отказ
1521;5/9/2014;Магазин 3;9;Да;Завершено
1522;5/9/2014;Магазин 3;;;Отказ
1523;5/9/2014;Магазин 3;;;Отказ
1524;5/9/2014;Магазин 3;10;Да;Завершено
1525;5/9/2014;Магазин 3;10;Да;Завершено
1526;5/9/2014;Магазин 3;8;Да;Завершено
1527;5/9/2014;Магазин 3;;;Отказ
1528;5/9/2014;Магазин 3;;;Отказ
1529;5/9/2014;Магазин 3;10;Да;Завершено
1530;5/10/2014;Магазин 1;;;Отказ
1531;5/10/2014;Магазин 4;9;Да;Завершено
1532;5/10/2014;Магазин 4;;;Отказ
1533;5/10/2014;Магазин 4;;;Отказ
1534;5/11/2014;Магазин 4;8;Да;Завершено
1535;5/11/2014;Магазин 4;9;Да;Завершено
1536;5/10/2014;Магазин 4;9;Да;Завершено
1537;5/10/2014;Магазин 4;10;Да;Завершено
1538;5/10/2014;Магазин 4;10;Да;Завершено
1539;5/10/2014;Магазин 4;8;Да;Завершено
1540;5/5/2014;Магазин 4;;;Отказ
1541;5/10/2014;Магазин 4;10;Да;Завершено
1542;5/10/2014;Магазин 4;8;Да;Завершено
1543;5/10/2014;Магазин 4;10;Да;Завершено
1544;5/10/2014;Магазин 4;9;Да;Завершено
1545;5/10/2014;Магазин 4;10;Да;Завершено
1546;5/10/2014;Магазин 4;9;Да;Завершено
1547;5/10/2014;Магазин 4;9;Да;Завершено
1548;5/10/2014;Магазин 4;10;Да;Завершено
1549;5/10/2014;Магазин 4;;;Отказ
1550;5/10/2014;Магазин 4;9;Да;Завершено
1551;5/10/2014;Магазин 4;;;Отказ
1552;5/10/2014;Магазин 4;8;Да;Завершено
1553;5/10/2014;Магазин 4;9;Да;Завершено
1554;5/10/2014;Магазин 4;;;Отказ
1555;5/10/2014;Магазин 4;;;Отказ
1556;5/10/2014;Магазин 4;;;Отказ
1557;5/10/2014;Магазин 4;9;Да;Завершено
1558;5/10/2014;Магазин 4;;;Отказ
1559;5/10/2014;Магазин 4;;;Отказ
1560;5/10/2014;Магазин 4;;;Отказ
1561;5/10/2014;Магазин 4;9;Да;Завершено
1562;5/11/2014;Магазин 2;;;Отказ
1563;5/10/2014;Магазин 1;10;Да;Завершено
1564;5/11/2014;Магазин 4;10;Да;Завершено
1565;5/11/2014;Магазин 2;;;Отказ
1566;5/5/2014;Магазин 2;;;Отказ
1567;5/11/2014;Магазин 2;;;Отказ
1568;5/11/2014;Магазин 2;10;Да;Завершено
1569;5/11/2014;Магазин 2;З/О;Да;Завершено
1570;5/11/2014;Магазин 2;;;Отказ
1571;5/11/2014;Магазин 2;9;Да;Завершено
1572;5/10/2014;Магазин 1;;;Отказ
1573;5/10/2014;Магазин 1;;;Отказ
1574;5/11/2014;Магазин 2;;;Отказ
1575;5/11/2014;Магазин 2;10;Да;Завершено
1576;5/10/2014;Магазин 1;7;Да;Завершено
1577;5/11/2014;Магазин 2;;;Отказ
1578;5/10/2014;Магазин 1;5;Нет;Завершено
1579;5/10/2014;Магазин 1;10;Да;Завершено
1580;5/10/2014;Магазин 1;3;Да;Завершено
1581;5/11/2014;Магазин 2;;;Отказ
1582;5/11/2014;Магазин 2;10;Да;Завершено
1583;5/11/2014;Магазин 2;З/О;З/О;Завершено
1584;5/10/2014;Магазин 1;9;Да;Завершено
1585;5/11/2014;Магазин 2;;;Отказ
1586;5/10/2014;Магазин 3;2;Да;Завершено
1587;5/11/2014;Магазин 2;;;Отказ
1588;5/10/2014;Магазин 3;9;Да;Завершено
1589;5/10/2014;Магазин 3;10;Да;Завершено
1590;5/10/2014;Магазин 1;9;Да;Завершено
1591;5/11/2014;Магазин 2;6;З/О;Завершено
1592;5/11/2014;Магазин 1;9;Да;Завершено
1593;5/11/2014;Магазин 2;10;Да;Завершено
1594;5/10/2014;Магазин 3;9;Да;Завершено
1595;5/10/2014;Магазин 3;10;Да;Завершено
1596;5/11/2014;Магазин 2;;;Отказ
1597;5/11/2014;Магазин 2;10;Да;Завершено
1598;5/10/2014;Магазин 3;9;Да;Завершено
1599;5/11/2014;Магазин 2;9;Да;Завершено
1600;5/11/2014;Магазин 2;9;Да;Завершено
1601;5/10/2014;Магазин 3;9;Да;Завершено
1602;5/10/2014;Магазин 3;9;Да;Завершено
1603;5/10/2014;Магазин 3;9;Да;Завершено
1604;5/10/2014;Магазин 1;9;Да;Завершено
1605;5/10/2014;Магазин 1;9;Да;Завершено
1606;5/10/2014;Магазин 1;;;Отказ
1607;5/11/2014;Магазин 2;5;З/О;Завершено
1608;5/5/2014;Магазин 2;;;Отказ
1609;5/10/2014;Магазин 3;7;З/О;Завершено
1610;5/5/2014;Магазин 4;;;Отказ
1611;5/10/2014;Магазин 3;9;Да;Завершено
1612;5/10/2014;Магазин 3;;;Отказ
1613;5/11/2014;Магазин 2;9;Да;Завершено
1614;5/11/2014;Магазин 2;8;З/О;Завершено
1615;5/10/2014;Магазин 3;;;Отказ
1616;5/10/2014;Магазин 3;;;Отказ
1617;5/10/2014;Магазин 1;;;Отказ
1618;5/10/2014;Магазин 3;9;Да;Завершено
1619;5/11/2014;Магазин 2;;;Отказ
1620;5/10/2014;Магазин 3;;;Отказ
1621;5/11/2014;Магазин 2;;;Отказ
1622;5/10/2014;Магазин 3;10;Да;Завершено
1623;5/11/2014;Магазин 4;;;Отказ
1624;5/11/2014;Магазин 1;10;Да;Завершено
1625;5/10/2014;Магазин 3;;;Отказ
1626;5/10/2014;Магазин 1;7;Да;Завершено
1627;5/10/2014;Магазин 1;9;Да;Завершено
1628;5/11/2014;Магазин 2;;;Отказ
1629;5/10/2014;Магазин 1;10;Да;Завершено
1630;5/11/2014;Магазин 2;;;Отказ
1631;5/11/2014;Магазин 4;4;Да;Завершено
1632;5/11/2014;Магазин 2;10;Да;Завершено
1633;5/10/2014;Магазин 1;;;Отказ
1634;5/10/2014;Магазин 3;;;Отказ
1635;5/11/2014;Магазин 2;9;Да;Завершено
1636;5/10/2014;Магазин 1;;;Отказ
1637;5/11/2014;Магазин 2;;;Отказ
1638;5/10/2014;Магазин 3;;;Отказ
1639;5/11/2014;Магазин 4;10;Да;Завершено
1640;5/10/2014;Магазин 1;9;Да;Завершено
1641;5/11/2014;Магазин 4;;;Отказ
1642;5/11/2014;Магазин 4;10;Да;Завершено
1643;5/10/2014;Магазин 1;;;Отказ
1644;5/11/2014;Магазин 4;9;Да;Завершено
1645;5/11/2014;Магазин 4;9;Да;Завершено
1646;5/10/2014;Магазин 1;7;Да;Завершено
1647;5/10/2014;Магазин 3;10;Да;Завершено
1648;5/11/2014;Магазин 2;10;Да;Завершено
1649;5/11/2014;Магазин 2;10;Да;Завершено
1650;5/11/2014;Магазин 4;9;Да;Завершено
1651;5/11/2014;Магазин 4;9;Да;Завершено
1652;5/10/2014;Магазин 1;7;Да;Завершено
1653;5/10/2014;Магазин 3;10;Да;Завершено
1654;5/10/2014;Магазин 3;9;Да;Завершено
1655;5/10/2014;Магазин 3;9;Да;Завершено
1656;5/10/2014;Магазин 3;10;Да;Завершено
1657;5/11/2014;Магазин 2;;;Отказ
1658;5/10/2014;Магазин 3;9;Да;Завершено
1659;5/10/2014;Магазин 3;;;Отказ
1660;5/10/2014;Магазин 3;9;Да;Завершено
1661;5/10/2014;Магазин 3;;;Отказ
1662;5/10/2014;Магазин 3;;;Отказ
1663;5/10/2014;Магазин 3;10;Да;Завершено
1664;5/10/2014;Магазин 3;;;Отказ
1665;5/10/2014;Магазин 3;;;Отказ
1666;5/10/2014;Магазин 3;9;Да;Завершено
1667;5/11/2014;Магазин 4;8;Да;Завершено
1668;5/11/2014;Магазин 4;;;Отказ
1669;5/11/2014;Магазин 4;7;Да;Завершено
1670;5/11/2014;Магазин 4;7;З/О;Завершено
1671;5/11/2014;Магазин 4;;;Отказ
1672;5/11/2014;Магазин 4;;;Отказ
1673;5/11/2014;Магазин 4;;;Отказ
1674;5/11/2014;Магазин 4;10;Да;Завершено
1675;5/11/2014;Магазин 4;8;Да;Завершено
1676;5/11/2014;Магазин 4;;;Отказ
1677;5/11/2014;Магазин 4;8;Да;Завершено
1678;5/5/2014;Магазин 4;10;Нет;Завершено
1679;5/5/2014;Магазин 4;;;Отказ
1680;5/11/2014;Магазин 4;;;Отказ
1681;5/10/2014;Магазин 3;10;Да;Завершено
1682;5/11/2014;Магазин 4;9;Да;Завершено
1683;5/11/2014;Магазин 4;9;Да;Завершено
1684;5/10/2014;Магазин 3;7;Да;Завершено
1685;5/11/2014;Магазин 4;9;Да;Завершено
1686;5/11/2014;Магазин 4;10;Да;Завершено
1687;5/11/2014;Магазин 4;;;Отказ
1688;5/11/2014;Магазин 4;10;З/О;Завершено
1689;5/11/2014;Магазин 4;9;Да;Завершено
1690;5/11/2014;Магазин 4;;;Отказ
1691;5/11/2014;Магазин 4;9;Да;Завершено
1692;5/5/2014;Магазин 4;;;Отказ
1693;5/11/2014;Магазин 4;6;Да;Завершено
1694;5/11/2014;Магазин 4;10;Да;Завершено
1695;5/11/2014;Магазин 4;9;Да;Завершено
1696;5/11/2014;Магазин 4;;;Отказ
1697;5/11/2014;Магазин 4;;;Отказ
1698;5/11/2014;Магазин 4;7;Да;Завершено
1699;5/11/2014;Магазин 4;9;Да;Завершено
1700;5/5/2014;Магазин 4;10;Да;Завершено
1701;5/10/2014;Магазин 3;10;Да;Завершено
1702;5/10/2014;Магазин 3;10;Да;Завершено
1703;5/11/2014;Магазин 4;;;Отказ
1704;5/11/2014;Магазин 4;10;З/О;Завершено
1705;5/11/2014;Магазин 4;;;Отказ
1706;5/11/2014;Магазин 4;7;Да;Завершено
1707;5/11/2014;Магазин 4;10;Да;Завершено
1708;5/10/2014;Магазин 3;;;Отказ
1709;5/11/2014;Магазин 4;9;Да;Завершено
1710;5/10/2014;Магазин 3;9;Да;Завершено
1711;5/10/2014;Магазин 3;10;Да;Завершено
1712;5/10/2014;Магазин 3;;;Отказ
1713;5/11/2014;Магазин 4;10;Да;Завершено
1714;5/11/2014;Магазин 4;;;Отказ
1715;5/11/2014;Магазин 4;9;Да;Завершено
1716;5/11/2014;Магазин 4;;;Отказ
1717;5/11/2014;Магазин 4;9;Да;Завершено
1718;5/11/2014;Магазин 4;8;Да;Завершено
1719;5/5/2014;Магазин 1;;;Отказ
1720;5/5/2014;Магазин 1;9;Да;Завершено
1721;5/11/2014;Магазин 4;;;Отказ
1722;5/11/2014;Магазин 4;9;Да;Завершено
1723;5/11/2014;Магазин 4;10;Да;Завершено
1724;5/11/2014;Магазин 4;9;Да;Завершено
1725;5/11/2014;Магазин 4;;;Отказ
1726;5/11/2014;Магазин 4;;;Отказ
1727;5/11/2014;Магазин 4;;;Отказ
1728;5/11/2014;Магазин 4;;;Отказ
1729;5/11/2014;Магазин 3;10;Да;Завершено
1730;5/11/2014;Магазин 1;;;Отказ
1731;5/13/2014;Магазин 2;7;Да;Завершено
1732;5/11/2014;Магазин 1;9;Да;Завершено
1733;5/5/2014;Магазин 2;5;Да;Завершено
1734;5/5/2014;Магазин 2;5;Да;Завершено
1735;5/11/2014;Магазин 1;;;Отказ
1736;5/11/2014;Магазин 3;8;Да;Завершено
1737;5/11/2014;Магазин 3;10;Да;Завершено
1738;5/11/2014;Магазин 1;9;Да;Завершено
1739;5/5/2014;Магазин 4;10;Да;Завершено
1740;5/11/2014;Магазин 3;;;Отказ
1741;5/11/2014;Магазин 1;9;Да;Завершено
1742;5/5/2014;Магазин 2;;;Отказ
1743;5/11/2014;Магазин 3;;;Отказ
1744;5/11/2014;Магазин 1;;;Отказ
1745;5/11/2014;Магазин 1;10;Да;Завершено
1746;5/11/2014;Магазин 3;7;Нет;Завершено
1747;5/11/2014;Магазин 3;10;Да;Завершено
1748;5/11/2014;Магазин 3;10;Да;Завершено
1749;5/11/2014;Магазин 1;10;Да;Завершено
1750;5/11/2014;Магазин 3;10;Да;Завершено
1751;5/11/2014;Магазин 1;9;Да;Завершено
1752;5/5/2014;Магазин 2;;;Отказ
1753;5/11/2014;Магазин 3;;;Отказ
1754;5/5/2014;Магазин 2;;;Отказ
1755;5/11/2014;Магазин 3;9;Да;Завершено
1756;5/11/2014;Магазин 3;;;Отказ
1757;5/11/2014;Магазин 3;9;Да;Завершено
1758;5/5/2014;Магазин 2;;;Отказ
1759;5/5/2014;Магазин 2;;;Отказ
1760;5/11/2014;Магазин 1;9;Да;Завершено
1761;5/11/2014;Магазин 3;9;Да;Завершено
1762;5/11/2014;Магазин 1;10;Да;Завершено
1763;5/11/2014;Магазин 1;6;Нет;Завершено
1764;5/11/2014;Магазин 1;10;Да;Завершено
1765;5/5/2014;Магазин 2;9;Да;Завершено
1766;5/5/2014;Магазин 2;9;Да;Завершено
1767;5/11/2014;Магазин 1;;;Отказ
1768;5/11/2014;Магазин 3;4;Да;Завершено
1769;5/5/2014;Магазин 2;;;Отказ
1770;5/5/2014;Магазин 2;;;Отказ
1771;5/11/2014;Магазин 1;5;Нет;Завершено
1772;5/5/2014;Магазин 2;;;Отказ
1773;5/11/2014;Магазин 1;;;Отказ
1774;5/5/2014;Магазин 2;;;Отказ
1775;5/5/2014;Магазин 2;З/О;З/О;Завершено
1776;5/11/2014;Магазин 3;9;Да;Завершено
1777;5/11/2014;Магазин 1;;;Отказ
1778;5/11/2014;Магазин 1;;;Отказ
1779;5/5/2014;Магазин 2;10;Да;Завершено
1780;5/11/2014;Магазин 1;10;Да;Завершено
1781;5/5/2014;Магазин 1;10;Да;Завершено
1782;5/5/2014;Магазин 2;;;Отказ
1783;5/5/2014;Магазин 2;10;Да;Завершено
1784;5/11/2014;Магазин 1;9;З/О;Завершено
1785;5/11/2014;Магазин 1;9;Да;Завершено
1786;5/5/2014;Магазин 2;;;Отказ
1787;5/5/2014;Магазин 2;10;Да;Завершено
1788;5/5/2014;Магазин 2;;;Отказ
1789;5/11/2014;Магазин 3;10;Да;Завершено
1790;5/11/2014;Магазин 1;10;Да;Завершено
1791;5/5/2014;Магазин 2;З/О;Да;Завершено
1792;5/11/2014;Магазин 3;;;Отказ
1793;5/5/2014;Магазин 2;;;Отказ
1794;5/5/2014;Магазин 2;8;Да;Завершено
1795;5/11/2014;Магазин 3;;;Отказ
1796;5/5/2014;Магазин 2;9;Да;Завершено
1797;5/11/2014;Магазин 3;9;Да;Завершено
1798;5/5/2014;Магазин 2;9;Да;Завершено
1799;5/11/2014;Магазин 3;;;Отказ
1800;5/5/2014;Магазин 2;;;Отказ
1801;5/11/2014;Магазин 3;9;Да;Завершено
1802;5/5/2014;Магазин 2;З/О;Да;Завершено
1803;5/5/2014;Магазин 2;З/О;Да;Завершено
1804;5/5/2014;Магазин 2;;;Отказ
1805;5/5/2014;Магазин 2;;;Отказ
1806;5/5/2014;Магазин 2;;;Отказ
1807;5/5/2014;Магазин 2;5;Нет;Завершено
1808;5/5/2014;Магазин 2;;;Отказ
1809;5/5/2014;Магазин 2;;;Отказ
